0,transfer_amount_kg
1,generic_sector_code
2,epsi
3,gva
4,price_usd_g
5,AUTOCORR2D_100
6,BCUT2D_CHGHI
7,Kappa1
8,MaxAbsEStateIndex
9,MinEStateIndex
10,MinPartialCharge
