0,transfer_amount_kg
1,generic_sector_code
2,epsi
3,gva
4,price_usd_g
5,BCUT2D_CHGHI
6,BCUT2D_MRLOW
7,HallKierAlpha
8,Kappa1
9,MaxAbsEStateIndex
10,MinEStateIndex
11,MinPartialCharge
