0,transfer_amount_kg
1,generic_sector_code
2,epsi
3,gva
4,price_usd_g
5,AUTOCORR2D_100
6,AUTOCORR2D_107
7,AUTOCORR2D_139
8,BCUT2D_CHGHI
9,Kappa1
10,MinEStateIndex
