0,transfer_amount_kg
1,generic_sector_code
2,epsi
3,gva
4,price_usd_g
5,AUTOCORR2D_1
6,BCUT2D_CHGHI
7,BCUT2D_MRLOW
8,Kappa1
9,MaxAbsEStateIndex
10,MinEStateIndex
